VSH_TAU_0,VSH_TAU_SAT,VSH_B,AI_N,AI_GAMMA0,VIHR_S0,VIHR_R,VIHR_D,GPL_N,GPL_ETA,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25
100.0,2000.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.077802410015755,385.65,527.22,731.08,882.8,1064.1,1238.0,1406.0,1568.7,1727.1,1851.1,2003.0,2152.1,2269.6,2414.5,2529.0,2642.5,2755.1,2866.8,2977.8,3060.7,3170.7,3252.8,3362.0,3443.6,3525.1
200.0,1.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.48565331189872,526.36,614.65,688.78,739.63,783.76,821.62,853.45,879.38,894.96,910.54,920.1,923.26,922.15,917.47,906.8,896.17,879.46,860.75,845.92,825.73,805.59,785.86,766.69,743.64,725.95
200.0,1.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.39202833562219,530.73,563.08,588.66,596.46,603.96,607.76,608.75,608.36,606.08,603.61,598.57,594.32,586.58,577.16,566.02,553.19,538.68,516.59,497.67,468.89,428.22,378.85,329.31,281.32,240.78
200.0,1.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.15420327054534,478.12,506.4,516.22,529.91,534.6,538.25,541.07,543.22,544.8,545.9,546.56,546.83,546.72,546.23,545.35,544.04,542.27,539.98,537.12,533.64,524.67,519.06,512.67,505.37,497.97
200.0,1.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.11000883818071,457.12,489.17,499.46,507.01,512.54,516.57,519.47,519.47,521.48,522.78,523.47,523.47,523.62,523.23,522.27,522.27,520.67,518.56,515.28,515.28,511.21,505.71,505.71,498.79,490.57
200.0,1.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.093212013576117,456.03,473.24,485.82,494.75,501.0,505.33,508.26,508.26,510.12,511.13,511.13,511.39,510.97,510.97,509.82,509.82,508.12,505.07,505.07,501.08,501.08,494.99,487.41,487.41,479.18
200.0,1.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.48552337008993,526.39,614.73,688.94,739.87,784.1,822.08,854.06,880.16,895.88,911.66,921.45,924.8,923.94,919.45,908.99,898.49,881.92,863.31,848.53,828.37,808.24,788.49,769.31,746.22,728.49
200.0,1.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.39258072064471,530.78,563.19,588.89,596.76,604.37,608.31,609.38,609.13,606.99,604.61,599.72,595.56,587.97,578.7,567.72,555.04,540.68,518.79,500.03,463.7,430.93,381.4,331.48,283.02,242.09
200.0,1.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.15931849509757,478.14,506.44,516.28,530.02,534.75,538.43,541.29,545.1,546.24,546.96,547.28,547.23,546.8,545.98,544.74,543.04,540.84,538.08,534.71,530.68,525.98,520.53,507.32,499.49,491.3
200.0,1.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.10999753618521,457.13,489.2,499.51,507.09,512.65,516.71,519.64,519.64,521.7,523.05,523.79,523.79,523.99,523.67,522.79,522.79,521.28,518.98,516.03,516.03,511.82,506.41,506.41,499.73,492.39
200.0,1.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.093209459843717,456.04,473.26,485.85,494.8,501.08,505.45,508.41,508.41,510.33,511.38,511.38,511.71,511.35,511.35,510.29,510.29,508.7,505.8,505.8,502.01,502.01,496.35,489.25,489.25,480.65
200.0,1.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.48531904781356,526.59,615.2,689.69,740.85,785.29,823.46,855.61,881.85,897.66,913.55,923.4,926.78,925.92,921.39,910.86,900.28,883.59,864.85,849.99,829.71,809.47,789.63,770.35,747.16,729.36
200.0,1.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.3920461108434,531.13,572.02,590.13,601.34,606.08,610.17,611.29,611.06,608.89,606.48,601.5,597.27,589.55,580.14,568.99,556.13,541.58,519.42,500.44,463.72,430.68,380.95,331.0,282.61,241.77
200.0,1.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.15917758118472,478.26,506.78,516.76,530.81,535.69,539.52,542.52,546.56,547.79,548.58,548.96,548.96,548.57,547.78,546.56,544.87,542.67,539.9,536.51,532.46,527.72,522.23,509.4,501.64,493.37
200.0,1.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.10413966718533,457.19,475.5,499.9,507.64,513.37,513.37,517.6,520.7,522.91,524.39,524.39,525.25,525.55,525.55,525.31,524.5,524.5,523.05,520.82,517.93,517.93,513.47,507.78,507.78,501.05
200.0,1.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.098661975740157,456.11,473.42,486.13,495.24,501.69,506.24,509.39,511.47,511.47,512.68,513.14,513.14,512.9,511.95,511.95,510.45,507.65,507.65,503.99,498.54,498.54,491.7,483.24,483.24,473.82
200.0,500.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.47425205535415,527.85,619.06,697.78,753.62,804.05,849.64,890.76,927.65,960.47,982.48,1008.4,1030.3,1044.2,1059.1,1070.1,1075.7,1079.6,1079.7,1077.5,1072.1,1064.3,1054.6,1043.5,1031.4,1018.7
200.0,500.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.46499653518903,546.55,586.8,607.64,628.17,640.07,649.93,658.23,667.41,673.12,677.95,682.0,685.3,688.59,690.26,691.41,691.47,690.49,688.29,684.82,680.02,671.91,661.1,647.11,625.72,599.89
200.0,500.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.35706824542608,508.68,542.69,553.27,565.5,572.16,580.69,585.61,589.99,595.58,598.64,602.18,603.78,604.91,604.75,602.99,599.11,592.67,582.97,563.74,537.82,501.24,453.24,409.89,371.02,338.64
200.0,500.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.31078754848109,502.17,524.08,533.44,540.83,547.06,552.5,557.3,563.31,566.5,568.95,570.56,571.23,570.83,567.92,564.04,554.53,538.95,517.43,484.36,446.65,408.41,369.37,337.84,312.88,290.24
200.0,500.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.20645920776543,474.24,505.53,511.68,521.01,524.77,531.2,534.03,539.16,541.47,543.61,547.36,548.94,551.42,552.28,552.87,553.1,552.7,550.72,546.85,544.06,536.67,526.03,511.98,495.39,468.96
200.0,500.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.39456264792436,516.16,627.42,731.66,811.49,907.77,982.42,1055.2,1126.2,1195.6,1263.5,1329.7,1394.4,1457.4,1518.7,1578.3,1621.7,1677.8,1731.9,1770.9,1820.7,1868.0,1901.5,1943.4,1972.6,2008.3
200.0,500.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.43975999419271,570.59,659.0,723.85,785.62,845.01,902.27,957.51,1010.8,1062.0,1099.0,1146.6,1191.9,1235.0,1265.7,1304.5,1340.6,1365.8,1397.0,1425.0,1443.9,1465.9,1484.1,1498.1,1507.6,1512.2
200.0,500.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.42835833736282,543.01,623.33,683.07,740.64,782.56,836.85,889.3,927.41,976.55,1023.7,1057.7,1101.1,1132.2,1171.4,1207.9,1233.2,1263.7,1283.9,1306.2,1322.1,1329.8,1326.4,1306.8,1247.1,1121.6
200.0,500.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.40745638342786,537.79,599.58,658.09,714.7,755.98,809.48,848.43,898.76,935.29,970.72,1016.2,1048.9,1090.4,1119.9,1147.7,1182.0,1205.0,1231.2,1246.5,1259.2,1260.7,1245.2,1175.4,1031.6,841.23
200.0,500.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.3950235783262,534.48,594.82,638.25,694.61,735.73,789.05,827.87,865.69,914.51,949.87,984.1,1027.9,1059.2,1089.0,1117.3,1151.9,1175.1,1195.3,1215.9,1224.8,1222.1,1187.1,1079.4,908.77,738.86
200.0,500.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.32213388213724,552.88,732.99,901.47,1034.3,1185.9,1306.3,1399.2,1511.4,1598.3,1682.8,1765.1,1845.1,1923.0,1998.8,2054.1,2125.9,2178.2,2229.1,2278.5,2326.2,2372.2,2416.4,2458.4,2498.2,2535.3
200.0,500.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.34658719754427,678.61,922.04,1143.7,1297.5,1440.9,1552.5,1656.5,1733.6,1804.6,1868.7,1911.6,1949.3,1981.2,2006.3,2018.6,2029.2,2030.3,2022.4,2004.3,1987.4,1955.6,1917.0,1872.9,1823.9,1770.0
200.0,500.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.3011266733271,648.24,893.76,1062.3,1218.9,1340.4,1453.5,1537.4,1614.6,1667.4,1729.8,1757.0,1791.5,1809.3,1825.4,1825.9,1814.3,1789.1,1732.0,1686.7,1611.1,1519.2,1395.5,1169.3,970.76,819.22
200.0,500.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.2769981315864,648.36,864.09,1034.0,1165.9,1289.2,1403.7,1488.2,1546.9,1617.9,1649.6,1691.4,1724.2,1738.6,1743.3,1732.0,1701.0,1657.4,1607.7,1523.1,1415.6,1264.8,1079.5,918.74,770.08,650.48
200.0,500.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.26560290308788,615.68,834.2,1005.8,1138.9,1263.2,1378.3,1463.0,1521.7,1575.4,1623.2,1650.8,1683.6,1696.2,1694.4,1669.4,1626.7,1574.5,1518.1,1423.3,1290.3,1134.5,946.73,802.07,689.01,594.59
200.0,1000.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.46020687595734,529.3,623.24,706.05,766.19,821.87,873.68,922.0,967.11,1009.2,1048.4,1075.9,1110.1,1141.5,1163.1,1189.5,1212.9,1228.5,1246.6,1261.6,1273.4,1280.1,1286.2,1289.2,1289.4,1287.2
200.0,1000.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.48261821983727,549.81,595.04,628.59,655.87,673.82,695.5,710.45,724.5,742.0,754.3,769.71,780.55,794.1,803.61,815.41,826.24,836.09,844.96,852.86,859.76,865.67,871.61,875.16,877.98,878.85
200.0,1000.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.42954788695949,522.81,557.4,576.61,593.43,608.92,623.49,637.34,650.54,663.13,675.11,686.48,697.2,707.23,719.44,727.63,734.9,743.0,748.97,751.77,752.65,747.78,734.41,707.02,666.78,617.66
200.0,1000.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.38860140251688,504.73,537.62,555.35,571.13,581.07,595.36,609.02,617.79,630.45,642.46,650.09,660.93,670.99,680.15,688.27,695.19,700.63,704.84,704.74,698.68,679.8,645.42,602.69,556.88,516.12
200.0,1000.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.36590900946109,500.62,524.17,541.64,557.12,566.92,581.09,590.2,603.36,611.8,623.91,631.58,642.4,652.35,661.28,666.55,673.22,677.97,679.89,676.48,663.59,636.34,598.6,553.54,511.8,477.28
200.0,1000.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.33050606213099,498.18,623.27,719.44,836.35,927.77,1017.6,1106.1,1215.1,1301.1,1386.2,1470.4,1553.8,1636.4,1718.3,1799.5,1880.0,1959.8,2019.1,2097.6,2175.2,2251.9,2308.8,2383.9,2439.5,2512.5
200.0,1000.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.36269302758645,565.94,680.31,767.69,873.94,957.1,1038.8,1139.2,1218.2,1296.0,1372.6,1448.1,1522.4,1595.6,1649.6,1720.5,1789.9,1858.0,1907.9,1973.1,2036.4,2082.6,2142.2,2185.4,2240.8,2280.4
200.0,1000.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.3733044549657,561.1,669.27,753.14,855.76,936.27,1015.5,1093.4,1170.2,1245.8,1320.1,1393.3,1465.2,1535.9,1605.1,1672.9,1739.1,1787.7,1850.7,1911.7,1955.8,2012.3,2052.7,2103.2,2149.0,2179.5
200.0,1000.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.37713846370781,557.74,663.82,746.65,848.13,927.77,1006.1,1083.2,1159.0,1233.7,1307.2,1379.4,1450.4,1519.9,1588.1,1654.7,1719.6,1767.0,1828.4,1887.3,1929.7,1983.0,2020.1,2064.6,2093.0,2121.1
200.0,1000.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.37883379948936,555.58,660.73,743.09,823.99,923.18,1001.1,1077.7,1153.1,1227.3,1300.3,1372.0,1442.4,1511.4,1579.0,1644.9,1693.2,1755.8,1816.3,1859.8,1915.1,1966.2,2000.9,2040.5,2062.9,2075.7
200.0,1000.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.2322231269988,536.77,705.97,897.79,1050.4,1197.2,1339.1,1476.6,1610.5,1715.2,1843.6,1944.5,2044.0,2142.3,2239.6,2311.8,2407.4,2478.6,2572.8,2643.0,2712.7,2782.2,2851.2,2919.8,2988.1,3055.9
200.0,1000.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.18360158594015,601.55,817.17,1052.0,1273.6,1454.8,1629.3,1770.2,1907.7,2042.0,2173.4,2276.6,2378.2,2478.2,2552.1,2649.2,2720.9,2791.5,2838.0,2906.7,2951.7,3017.9,3061.1,3103.4,3144.7,3184.9
200.0,1000.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.19603133848996,642.01,889.94,1153.2,1370.1,1576.7,1747.0,1911.8,2045.4,2175.8,2303.1,2402.8,2500.4,2572.0,2642.3,2711.0,2777.8,2842.3,2883.7,2923.7,2961.7,2997.3,3029.4,3056.1,3066.3,3074.7
200.0,1000.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.2061893264899,642.88,958.58,1186.0,1431.1,1634.8,1802.8,1965.5,2123.1,2250.9,2350.6,2448.1,2542.9,2612.1,2679.2,2743.8,2805.0,2843.3,2878.6,2909.3,2930.9,2927.9,2904.7,2811.9,2756.5,2650.7
200.0,1000.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.20790475625437,643.26,959.06,1217.9,1431.4,1635.0,1830.2,1991.6,2122.2,2249.4,2372.9,2468.9,2538.9,2629.0,2672.3,2734.4,2791.6,2825.1,2851.1,2857.8,2832.4,2785.1,2658.5,2541.2,2435.2,2347.9
200.0,1500.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.4450197716264,530.7,627.18,697.03,777.59,837.73,894.67,948.81,1000.4,1049.7,1096.7,1130.5,1173.8,1214.8,1253.8,1281.5,1316.6,1349.3,1372.3,1400.8,1426.8,1450.1,1465.9,1484.3,1499.9,1512.4
200.0,1500.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.47960614978128,552.9,602.66,642.31,676.69,708.02,730.14,758.21,778.38,804.2,822.84,846.78,864.07,886.27,907.5,922.8,942.38,961.01,978.69,995.43,1011.2,1026.0,1039.9,1055.8,1067.5,1080.5
200.0,1500.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.46571355167243,525.84,574.07,597.45,626.33,647.01,667.08,693.02,711.9,730.32,754.16,771.48,793.83,809.99,830.69,845.55,864.39,882.06,898.43,913.37,926.69,938.1,949.0,955.03,954.59,943.1
200.0,1500.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.4429032687981,518.34,553.21,575.32,596.26,623.19,642.83,662.04,680.82,699.17,717.08,740.24,757.03,773.3,794.11,809.0,827.79,845.21,857.24,871.6,883.54,893.58,895.88,888.82,859.66,812.96
200.0,1500.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.42622443118613,513.56,538.68,567.42,587.86,607.79,627.32,646.45,665.17,683.49,701.37,718.78,735.69,752.07,773.03,788.01,806.89,820.08,836.08,846.58,857.79,864.82,861.89,840.5,794.41,744.87
200.0,1500.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.29040306655778,502.93,610.31,714.61,841.99,941.93,1040.4,1137.6,1257.6,1352.5,1446.6,1540.0,1632.9,1725.2,1817.0,1908.5,1999.6,2090.4,2180.9,2271.1,2338.7,2428.4,2518.0,2607.2,2674.0,2762.8
200.0,1500.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.29895770852933,550.53,681.24,781.96,904.97,1001.6,1096.9,1214.4,1307.2,1399.2,1490.4,1580.8,1670.6,1759.7,1848.2,1936.2,2023.5,2088.6,2174.9,2260.6,2345.6,2408.8,2492.5,2554.7,2636.9,2697.8
200.0,1500.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.30672905838654,574.57,675.24,797.98,894.35,989.32,1083.1,1198.7,1290.1,1380.6,1470.2,1559.2,1647.4,1734.9,1821.7,1907.9,1993.4,2078.2,2141.4,2224.8,2307.5,2368.8,2449.8,2509.7,2588.5,2646.6
200.0,1500.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.31003527376441,572.34,671.92,793.85,889.64,984.06,1077.2,1192.2,1283.0,1373.0,1462.1,1550.4,1638.0,1724.9,1811.1,1896.7,1981.4,2065.5,2127.9,2210.5,2292.1,2352.6,2432.3,2491.1,2568.2,2624.9
200.0,1500.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.31194225639588,570.86,669.99,791.54,887.05,981.18,1074.1,1188.6,1279.2,1368.8,1457.6,1545.7,1633.0,1719.5,1805.4,1890.5,1974.9,2058.5,2120.6,2202.6,2283.7,2343.7,2422.6,2480.8,2556.9,2612.6
200.0,1500.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.18618838582783,508.52,688.84,858.96,1022.2,1179.6,1331.8,1479.6,1623.7,1736.6,1875.2,1984.4,2092.3,2199.1,2304.9,2409.9,2514.2,2592.1,2695.5,2772.9,2875.7,2952.8,3029.7,3106.5,3183.3,3260.1
200.0,1500.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.11087490668909,489.9,690.2,875.11,1085.5,1253.3,1415.4,1572.6,1725.8,1875.3,1992.8,2137.1,2251.0,2391.4,2502.5,2585.1,2694.5,2803.2,2884.2,2991.7,3072.0,3152.0,3231.8,3311.3,3364.2,3443.5
200.0,1500.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.10372277384372,492.45,693.99,915.47,1090.5,1258.7,1421.2,1609.8,1762.4,1881.9,2028.5,2172.4,2285.8,2397.9,2508.9,2618.7,2727.7,2835.8,2916.3,2996.5,3076.3,3155.8,3234.9,3313.6,3392.1,3444.2
200.0,1500.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.10210705967102,536.22,733.09,916.71,1091.8,1293.2,1454.7,1611.4,1763.9,1912.9,2058.9,2173.7,2315.1,2426.8,2537.3,2646.7,2728.1,2836.0,2916.3,3022.7,3102.1,3181.0,3233.4,3311.7,3389.5,3441.2
200.0,1500.0,10.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.10157596159536,536.61,733.61,917.28,1092.5,1293.8,1455.3,1612.0,1764.6,1913.5,2059.4,2174.2,2315.5,2427.1,2537.4,2646.7,2755.0,2835.7,2942.5,3022.0,3101.2,3179.8,3258.1,3310.0,3387.4,3438.7
200.0,2000.0,0.1,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.43015757779879,510.78,611.99,703.38,771.53,852.0,913.3,972.28,1029.2,1084.2,1124.3,1176.3,1226.6,1275.2,1322.1,1356.2,1400.0,1442.1,1482.3,1511.2,1547.9,1582.5,1614.8,1637.6,1665.8,1691.5
200.0,2000.0,0.1,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.47077587378186,555.85,609.75,654.8,695.39,733.4,760.73,795.96,821.6,854.84,887.08,910.62,941.2,970.85,992.48,1020.5,1047.7,1073.9,1099.1,1123.5,1146.8,1169.3,1190.7,1211.2,1235.3,1253.5
200.0,2000.0,0.1,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.46920926809133,541.12,583.14,611.04,646.36,680.5,705.52,730.1,762.24,785.87,816.75,846.91,869.04,897.86,925.87,946.32,972.79,998.3,1022.8,1046.2,1068.4,1094.4,1113.6,1131.1,1150.2,1165.5
200.0,2000.0,0.1,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.46323136155715,521.66,561.73,597.05,622.57,655.9,680.46,712.66,736.4,759.78,790.39,820.3,842.26,870.88,891.8,918.91,945.07,970.21,994.25,1017.1,1038.4,1058.1,1079.8,1093.8,1105.3,1106.1
200.0,2000.0,0.1,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.45599539744495,517.17,555.17,589.53,614.61,639.34,671.81,695.79,719.44,750.46,773.32,803.19,825.12,853.7,874.59,901.67,927.78,952.87,976.81,999.39,1020.3,1039.1,1055.0,1068.4,1069.2,1049.2
200.0,2000.0,1.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.26270305264884,477.97,619.66,729.41,837.09,943.01,1047.4,1150.5,1277.7,1378.5,1478.4,1577.6,1676.3,1774.5,1872.3,1969.8,2067.1,2164.2,2261.2,2358.1,2454.9,2551.8,2648.7,2745.6,2818.3,2915.4
200.0,2000.0,1.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.25341583958591,557.71,671.06,808.08,915.22,1020.6,1124.6,1227.3,1354.2,1454.6,1554.4,1653.4,1751.9,1849.9,1947.5,2044.8,2141.8,2238.5,2335.0,2407.3,2503.5,2599.6,2671.5,2767.3,2863.0,2934.6
200.0,2000.0,1.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.2573694710567,557.04,668.07,803.19,909.15,1013.5,1116.5,1243.6,1344.1,1443.8,1542.6,1640.8,1738.5,1835.6,1932.3,2028.7,2124.7,2220.4,2315.9,2411.2,2482.4,2577.3,2648.2,2742.7,2836.8,2907.2
200.0,2000.0,1.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.25924299212086,555.83,666.05,800.62,906.22,1010.3,1112.9,1239.6,1339.8,1439.1,1537.6,1635.5,1732.8,1829.6,1926.0,2021.9,2117.6,2212.9,2308.0,2402.7,2473.7,2568.0,2662.0,2732.3,2825.7,2895.5
200.0,2000.0,1.0,20.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.2603861799426,554.94,664.81,799.14,904.57,1008.4,1110.9,1237.4,1337.4,1436.5,1534.8,1632.5,1729.6,1826.3,1922.4,2018.2,2113.6,2208.7,2303.5,2398.1,2468.8,2562.8,2656.4,2726.5,2819.5,2889.0
200.0,2000.0,10.0,1.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.15855049899337,472.93,663.4,840.08,1009.6,1173.1,1331.3,1484.9,1605.1,1752.2,1867.9,2010.3,2122.7,2234.0,2344.3,2453.9,2562.7,2644.0,2752.1,2859.8,2940.5,3021.1,3128.5,3209.0,3289.6,3370.2
200.0,2000.0,10.0,5.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.083229961618695,444.01,620.21,814.63,962.68,1140.5,1311.6,1477.1,1606.2,1763.8,1917.9,2039.0,2158.4,2305.5,2421.7,2536.8,2651.0,2764.3,2876.8,2988.7,3072.3,3183.3,3266.4,3376.8,3459.5,3542.1
200.0,2000.0,10.0,10.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.075430533475452,446.56,623.7,818.96,967.38,1145.5,1317.0,1450.2,1612.3,1770.2,1893.9,2045.7,2165.2,2283.1,2428.6,2543.7,2657.8,2770.9,2883.3,2995.0,3078.4,3189.2,3272.0,3382.0,3464.4,3546.6
200.0,2000.0,10.0,15.0,3.3333e-05,107.0,8600.0,0.25,4.5,1450.0,0.073131028723208,447.25,624.74,820.19,968.68,1146.9,1318.5,1451.7,1613.8,1771.8,1895.5,2047.3,2166.7,2284.6,2430.0,2545.0,2659.0,2772.1,2884.4,2995.9,3079.2,3189.8,3272.5,3382.3,3464.5,3546.5
